model,likes,downloads,tags
Llama-3.3-70B-Instruct-GGUF,59,22205,"gguf, facebook, meta, llama, llama-3, text-generation, en, fr, it, pt, hi, es, th, de, base_model:meta-llama/Llama-3.3-70B-Instruct, base_model:quantized:meta-llama/Llama-3.3-70B-Instruct, license:llama3.3, endpoints_compatible, region:us, imatrix, conversational"
Qwen2.5-QwQ-35B-Eureka-Cubed-abliterated-uncensored-gguf,59,1668,"gguf, Cubed Reasoning, QwQ-32B, reasoning, thinking, r1, cot, deepseek, Qwen2.5, Hermes, DeepHermes, DeepSeek, DeepSeek-R1-Distill, Uncensored, not-for-all-audiences, creative, 128k context, general usage, problem solving, brainstorming, solve riddles, fiction writing, plot generation, sub-plot generation, story generation, scene continue, storytelling, fiction story, story, writing, fiction, roleplaying, swearing, horror, nsfw, Qwen 2.5, mergekit, en, zh, base_model:DavidAU/Qwen2.5-QwQ-35B-Eureka-Cubed-abliterated-uncensored, base_model:quantized:DavidAU/Qwen2.5-QwQ-35B-Eureka-Cubed-abliterated-uncensored, license:apache-2.0, endpoints_compatible, region:us, conversational"
MistralRP-Noromaid-NSFW-Mistral-7B-GGUF,58,7826,"transformers, safetensors, gguf, mistral, text-generation, mergekit, merge, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
codegemma-7b-it-GGUF,58,63,"llama.cpp, gguf, text-generation, license:gemma, endpoints_compatible, region:us"
Violet_Twilight-v0.2-GGUF,58,84171,"gguf, merge, text-generation, en, fr, de, es, it, pt, ru, zh, ja, dataset:Epiculous/SynthRP-Gens-v1.1-Filtered-n-Cleaned, dataset:anthracite-org/stheno-filtered-v1.1, dataset:PJMixers/hieunguyenminh_roleplay-deduped-ShareGPT, dataset:Gryphe/Sonnet3.5-Charcard-Roleplay, dataset:Epiculous/Synthstruct-Gens-v1.1-Filtered-n-Cleaned, dataset:anthracite-org/kalo-opus-instruct-22k-no-refusal, dataset:anthracite-org/nopm_claude_writing_fixed, dataset:anthracite-org/kalo_opus_misc_240827, license:apache-2.0, endpoints_compatible, region:us, conversational"
Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-gguf,58,9156,"gguf, mixture of experts, moe, mistral, mixtral, merge, 4x7B, 32 bit enhanced, float 32 quants, mistral MOE, uncensored, creative, creative writing, fiction writing, plot generation, sub-plot generation, story generation, scene continue, storytelling, fiction story, science fiction, romance, all genres, story, writing, vivid prosing, vivid writing, fiction, roleplaying, bfloat16, swearing, rp, horror, mergekit, text-generation, en, base_model:DavidAU/Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B, base_model:merge:DavidAU/Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B, base_model:mistralai/Mistral-7B-Instruct-v0.3, base_model:merge:mistralai/Mistral-7B-Instruct-v0.3, license:apache-2.0, endpoints_compatible, region:us, conversational"
agentica-org_DeepCoder-14B-Preview-GGUF,58,6878,"gguf, text-generation, en, dataset:PrimeIntellect/verifiable-coding-problems, dataset:likaixin/TACO-verified, dataset:livecodebench/code_generation_lite, base_model:agentica-org/DeepCoder-14B-Preview, base_model:quantized:agentica-org/DeepCoder-14B-Preview, license:mit, endpoints_compatible, region:us, conversational"
CodeLlama-7B-Python-GGUF,57,2814,"transformers, gguf, llama, llama-2, text-generation, code, arxiv:2308.12950, license:llama2, region:us"
CodeLlama-70B-Instruct-GGUF,57,2746,"transformers, gguf, llama, llama-2, text-generation, code, arxiv:2308.12950, base_model:codellama/CodeLlama-70b-Instruct-hf, base_model:quantized:codellama/CodeLlama-70b-Instruct-hf, license:llama2, region:us, conversational"
Llama-3-8B-Instruct-32k-v0.1-GGUF,57,209230,"transformers, gguf, mistral, quantized, 2-bit, 3-bit, 4-bit, 5-bit, 6-bit, 8-bit, GGUF, text-generation, base_model:MaziyarPanahi/Llama-3-8B-Instruct-32k-v0.1, base_model:quantized:MaziyarPanahi/Llama-3-8B-Instruct-32k-v0.1, region:us, conversational"
OpenHermes-2.5-Mistral-7B-16k-GGUF,56,2276,"transformers, gguf, mistral, instruct, finetune, chatml, gpt4, synthetic data, distillation, en, license:apache-2.0, region:us"
Orca-2-7B-GGUF,56,576,"transformers, gguf, llama, orca, orca2, microsoft, text-generation, arxiv:2311.11045, base_model:microsoft/Orca-2-7b, base_model:quantized:microsoft/Orca-2-7b, license:other, region:us"
FLUX.1-Fill-dev-GGUF,56,3276,"gguf, license:other, region:us"
ltxv-gguf,56,6399,"gguf, gguf-node, image-to-video, en, base_model:Lightricks/LTX-Video, base_model:quantized:Lightricks/LTX-Video, doi:10.57967/hf/4333, license:other, region:us"
phi-4-GGUF,56,11122,"gguf, phi, nlp, math, code, chat, conversational, text-generation, en, base_model:microsoft/phi-4, base_model:quantized:microsoft/phi-4, license:mit, endpoints_compatible, region:us"
phi-4-GGUF,56,5400,"gguf, phi, nlp, math, code, chat, conversational, text-generation, en, base_model:microsoft/phi-4, base_model:quantized:microsoft/phi-4, license:mit, endpoints_compatible, region:us, imatrix"
google_gemma-3-27b-it-GGUF,56,6592,"gguf, image-text-to-text, base_model:google/gemma-3-27b-it, base_model:quantized:google/gemma-3-27b-it, license:gemma, endpoints_compatible, region:us, imatrix, conversational"
CodeLlama-34B-GGUF,55,1801,"transformers, gguf, llama, llama-2, text-generation, code, arxiv:2308.12950, base_model:codellama/CodeLlama-34b-hf, base_model:quantized:codellama/CodeLlama-34b-hf, license:llama2, region:us"
Llama-2-7B-32K-Instruct-GGUF,55,898,"transformers, gguf, llama, en, dataset:togethercomputer/llama-instruct, arxiv:2307.03172, base_model:togethercomputer/Llama-2-7B-32K-Instruct, base_model:quantized:togethercomputer/Llama-2-7B-32K-Instruct, license:llama2, region:us"
CodeBooga-34B-v0.1-GGUF,55,297,"transformers, gguf, llama, base_model:oobabooga/CodeBooga-34B-v0.1, base_model:quantized:oobabooga/CodeBooga-34B-v0.1, license:llama2, region:us"
Nyanade_Stunna-Maid-7B-v0.2-GGUF-IQ-Imatrix,55,1515,"gguf, quantized, roleplay, multimodal, vision, llava, sillytavern, merge, mistral, conversational, license:other, region:us"
Gemma-2-9B-It-SPPO-Iter3-GGUF,55,587,"gguf, text-generation, en, dataset:openbmb/UltraFeedback, base_model:UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3, base_model:quantized:UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3, license:gemma, endpoints_compatible, region:us, conversational"
Wizard-Vicuna-30B-Uncensored-GGUF,54,5677,"transformers, gguf, llama, uncensored, en, dataset:ehartford/wizard_vicuna_70k_unfiltered, base_model:cognitivecomputations/Wizard-Vicuna-30B-Uncensored, base_model:quantized:cognitivecomputations/Wizard-Vicuna-30B-Uncensored, license:other, region:us"
Xwin-MLewd-13B-V0.2-GGUF,54,419,"gguf, not-for-all-audiences, nsfw, license:cc-by-nc-4.0, endpoints_compatible, region:us"
Silicon-Maid-7B-GGUF,54,3286,"transformers, gguf, mistral, merge, not-for-all-audiences, nsfw, en, base_model:SanjiWatsuki/Silicon-Maid-7B, base_model:quantized:SanjiWatsuki/Silicon-Maid-7B, license:cc-by-4.0, region:us"
Minerva-3B-base-v1.0,54,6529,"transformers, pytorch, safetensors, gguf, mistral, text-generation, pretrained, it, en, dataset:uonlp/CulturaX, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
dolphin-2.9-llama3-8b-GGUF,54,1232,"gguf, generated_from_trainer, text-generation, dataset:cognitivecomputations/Dolphin-2.9, dataset:teknium/OpenHermes-2.5, dataset:m-a-p/CodeFeedback-Filtered-Instruction, dataset:cognitivecomputations/dolphin-coder, dataset:cognitivecomputations/samantha-data, dataset:HuggingFaceH4/ultrachat_200k, dataset:microsoft/orca-math-word-problems-200k, dataset:abacusai/SystemChat-1.1, dataset:Locutusque/function-calling-chatml, dataset:internlm/Agent-FLAN, base_model:cognitivecomputations/dolphin-2.9-llama3-8b, base_model:quantized:cognitivecomputations/dolphin-2.9-llama3-8b, license:other, endpoints_compatible, region:us, conversational"
Phi-3-medium-128k-instruct-GGUF,54,3250,"gguf, nlp, code, text-generation, multilingual, base_model:microsoft/Phi-3-medium-128k-instruct, base_model:quantized:microsoft/Phi-3-medium-128k-instruct, license:mit, endpoints_compatible, region:us, imatrix, conversational"
Tiger-Gemma-9B-v1-GGUF,54,623,"gguf, endpoints_compatible, region:us, conversational"
Gemmasutra-Mini-2B-v1-GGUF,54,47661,"gguf, license:other, endpoints_compatible, region:us, conversational"
QVQ-72B-Preview-GGUF,54,2080,"gguf, chat, image-text-to-text, en, base_model:Qwen/QVQ-72B-Preview, base_model:quantized:Qwen/QVQ-72B-Preview, license:other, endpoints_compatible, region:us, imatrix, conversational"
HiDream-I1-Dev-gguf,54,35715,"gguf, image-generation, HiDream.ai, text-to-image, en, base_model:HiDream-ai/HiDream-I1-Dev, base_model:quantized:HiDream-ai/HiDream-I1-Dev, license:mit, region:us"
Qwen3-235B-A22B-GGUF,54,35539,"transformers, gguf, qwen3_moe, text-generation, unsloth, arxiv:2309.00071, base_model:Qwen/Qwen3-235B-A22B, base_model:quantized:Qwen/Qwen3-235B-A22B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us, conversational"
Devstral-Small-2505_gguf,54,31017,"llmstudio, gguf, text2text-generation, en, fr, de, es, pt, it, ja, ko, ru, zh, ar, fa, id, ms, ne, pl, ro, sr, sv, tr, uk, vi, hi, bn, base_model:mistralai/Devstral-Small-2505, base_model:quantized:mistralai/Devstral-Small-2505, license:apache-2.0, region:us, conversational"
Xwin-LM-70B-V0.1-GGUF,53,514,"transformers, gguf, llama, license:llama2, region:us"
Qwen1.5-32B-Chat-GGUF,53,422,"gguf, chat, text-generation, en, arxiv:2309.16609, license:other, endpoints_compatible, region:us, conversational"
Llama3-TAIDE-LX-8B-Chat-Alpha1-4bit,53,71,"gguf, license:other, endpoints_compatible, region:us, conversational"
Reflection-Llama-3.1-70B-GGUF,53,1126,"transformers, gguf, text-generation, base_model:mattshumer/Reflection-Llama-3.1-70B, base_model:quantized:mattshumer/Reflection-Llama-3.1-70B, license:llama3.1, endpoints_compatible, region:us, imatrix, conversational"
Mistral-Small-Instruct-2409-GGUF,53,5592,"gguf, text-generation, en, fr, de, es, it, pt, zh, ja, ru, ko, base_model:mistralai/Mistral-Small-Instruct-2409, base_model:quantized:mistralai/Mistral-Small-Instruct-2409, license:other, endpoints_compatible, region:us, conversational"
Wayfarer-12B-GGUF,53,3102,"gguf, text adventure, roleplay, en, base_model:LatitudeGames/Wayfarer-12B, base_model:quantized:LatitudeGames/Wayfarer-12B, license:apache-2.0, endpoints_compatible, region:us, conversational"
cyberagent-DeepSeek-R1-Distill-Qwen-14B-Japanese-gguf,53,4556,"gguf, en, ja, dataset:TFMC/imatrix-dataset-for-japanese-llm, license:mit, endpoints_compatible, region:us, imatrix, conversational"
HiDream-I1-Full-gguf,53,38454,"gguf, image-generation, HiDream.ai, text-to-image, en, base_model:HiDream-ai/HiDream-I1-Full, base_model:quantized:HiDream-ai/HiDream-I1-Full, license:mit, region:us"
ggml_llava-v1.5-13b,52,479,"gguf, llava, lmm, ggml, llama.cpp, endpoints_compatible, region:us"
OpenHermes-2.5-neural-chat-7B-v3-1-7B-GGUF,52,770,"transformers, gguf, mistral, base_model:Weyaxi/OpenHermes-2.5-neural-chat-7b-v3-1-7B, base_model:quantized:Weyaxi/OpenHermes-2.5-neural-chat-7b-v3-1-7B, license:apache-2.0, region:us"
NexusRaven-V2-13B-GGUF,52,796,"transformers, gguf, llama, arxiv:2308.12950, base_model:Nexusflow/NexusRaven-V2-13B, base_model:quantized:Nexusflow/NexusRaven-V2-13B, license:other, region:us"
WhiteRabbitNeo-13B-GGUF,52,1465,"transformers, gguf, llama, base_model:WhiteRabbitNeo/WhiteRabbitNeo-13B-v1, base_model:quantized:WhiteRabbitNeo/WhiteRabbitNeo-13B-v1, license:llama2, region:us"
llama-3-Korean-Bllossom-70B-gguf-Q4_K_M,52,76,"transformers, gguf, llama-cpp, gguf-my-repo, en, ko, arxiv:2403.10882, arxiv:2403.11399, base_model:Bllossom/llama-3-Korean-Bllossom-70B, base_model:quantized:Bllossom/llama-3-Korean-Bllossom-70B, license:llama3, endpoints_compatible, region:us, conversational"
Mistral-Nemo-12B-ArliAI-RPMax-v1.1-GGUF,52,3480,"gguf, license:apache-2.0, endpoints_compatible, region:us, conversational"
Llama-3.3-70B-Instruct-GGUF,52,17932,"gguf, facebook, meta, llama, llama-3, text-generation, en, fr, it, pt, hi, es, th, de, base_model:meta-llama/Llama-3.3-70B-Instruct, base_model:quantized:meta-llama/Llama-3.3-70B-Instruct, license:llama3.3, endpoints_compatible, region:us, conversational"
Hermes-3-Llama-3.2-3B-GGUF,52,5971,"transformers, gguf, Llama-3, instruct, finetune, chatml, gpt4, synthetic data, distillation, function calling, json mode, axolotl, roleplaying, chat, en, arxiv:2408.11857, license:llama3, endpoints_compatible, region:us, conversational"
Phi-4-reasoning-plus-GGUF,52,31587,"transformers, gguf, phi3, text-generation, nlp, unsloth, math, code, phi, phi4, en, base_model:microsoft/Phi-4-reasoning-plus, base_model:quantized:microsoft/Phi-4-reasoning-plus, license:mit, autotrain_compatible, endpoints_compatible, region:us, conversational"
NeuralHermes-2.5-Mistral-7B-GGUF,51,853,"transformers, gguf, mistral, instruct, finetune, chatml, gpt4, synthetic data, distillation, dpo, rlhf, en, dataset:mlabonne/chatml_dpo_pairs, base_model:mlabonne/NeuralHermes-2.5-Mistral-7B, base_model:quantized:mlabonne/NeuralHermes-2.5-Mistral-7B, license:apache-2.0, region:us, conversational"
EstopianMaid-13B-GGUF,51,1407,"transformers, gguf, llama, roleplay, text-generation-inference, en, base_model:KatyTheCutie/EstopianMaid-13B, base_model:quantized:KatyTheCutie/EstopianMaid-13B, license:apache-2.0, region:us"
BioMistral-7B-GGUF,51,481,"transformers, gguf, mistral, quantized, 2-bit, 3-bit, 4-bit, 5-bit, 6-bit, 8-bit, GGUF, pytorch, tensorboard, text-generation, medical, biology, conversational, fr, en, de, nl, es, pt, pl, ro, it, dataset:pubmed, arxiv:2402.10373, license:apache-2.0, autotrain_compatible, endpoints_compatible, text-generation-inference, region:us, base_model:BioMistral/BioMistral-7B, base_model:quantized:BioMistral/BioMistral-7B"
Flux,51,1129,"gguf, flux, text-to-image, en, license:apache-2.0, endpoints_compatible, region:us"
TIPO-500M,51,2418,"transformers, safetensors, gguf, llama, text-generation, en, dataset:laion/conceptual-captions-12m-webdataset, dataset:CaptionEmporium/coyo-hd-11m-llavanext, dataset:KBlueLeaf/danbooru2023-metadata-database, dataset:graph-based-captions/GBC10M, arxiv:2411.08127, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
stable-diffusion-3.5-medium-gguf,51,1892,"gguf, text-to-image, image-generation, stable-diffusion, en, base_model:stabilityai/stable-diffusion-3.5-medium, base_model:quantized:stabilityai/stable-diffusion-3.5-medium, license:other, region:us"
Qwen2.5-14B-DeepSeek-R1-1M,51,854,"transformers, safetensors, gguf, qwen2, text-generation, conversational, base_model:Qwen/Qwen2.5-14B-Instruct-1M, base_model:quantized:Qwen/Qwen2.5-14B-Instruct-1M, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
Qwen3-14B-GGUF,51,40771,"transformers, gguf, qwen3, text-generation, qwen, unsloth, en, arxiv:2309.00071, base_model:Qwen/Qwen3-14B, base_model:quantized:Qwen/Qwen3-14B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us, conversational"
openchat-3.5-1210-GGUF,50,3002,"transformers, gguf, mistral, openchat, C-RLFT, text-generation, dataset:openchat/openchat_sharegpt4_dataset, dataset:kaist-ai/Feedback-Collection, dataset:imone/OpenOrca_FLAN, dataset:LDJnr/LessWrong-Amplify-Instruct, dataset:LDJnr/Pure-Dove, dataset:LDJnr/Verified-Camel, dataset:tiedong/goat, dataset:glaiveai/glaive-code-assistant, dataset:meta-math/MetaMathQA, dataset:OpenAssistant/oasst_top1_2023-08-25, dataset:TIGER-Lab/MathInstruct, arxiv:2309.11235, arxiv:2303.08774, arxiv:2212.10560, base_model:openchat/openchat-3.5-1210, base_model:quantized:openchat/openchat-3.5-1210, license:apache-2.0, region:us, conversational"
laser-dolphin-mixtral-2x7b-dpo-GGUF,50,1342,"transformers, gguf, mixtral, arxiv:2312.13558, base_model:macadeliccc/laser-dolphin-mixtral-2x7b-dpo, base_model:quantized:macadeliccc/laser-dolphin-mixtral-2x7b-dpo, license:apache-2.0, region:us"
gemma-7b-it-GGUF,50,301,"transformers, gguf, license:other, endpoints_compatible, region:us"
Qwen2.5-14B_Uncensored_Instruct-GGUF,50,3916,"gguf, text-generation, en, license:apache-2.0, endpoints_compatible, region:us, conversational"
flux.1-lite-8B-alpha-gguf,50,935,"gguf, text-to-image, image-generation, flux, base_model:Freepik/flux.1-lite-8B-alpha, base_model:quantized:Freepik/flux.1-lite-8B-alpha, license:other, region:us"
DeepSeek-R1-Distill-Qwen-7B-Uncensored-i1-GGUF,50,24288,"transformers, gguf, generated_from_trainer, en, dataset:Guilherme34/uncensor, base_model:nicoboss/DeepSeek-R1-Distill-Qwen-7B-Uncensored, base_model:quantized:nicoboss/DeepSeek-R1-Distill-Qwen-7B-Uncensored, license:mit, endpoints_compatible, region:us, imatrix, conversational"
orpheus-3b-0.1-ft-Q4_K_M-GGUF,50,3782,"transformers, gguf, llama-cpp, gguf-my-repo, text-to-speech, en, base_model:canopylabs/orpheus-3b-0.1-ft, base_model:quantized:canopylabs/orpheus-3b-0.1-ft, license:apache-2.0, endpoints_compatible, region:us, conversational"
Qwen3-0.6B-GGUF,50,34128,"transformers, gguf, qwen3, text-generation, qwen, unsloth, en, base_model:Qwen/Qwen3-0.6B, base_model:quantized:Qwen/Qwen3-0.6B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us, conversational"
Qwen_Qwen3-30B-A3B-GGUF,50,25207,"gguf, text-generation, base_model:Qwen/Qwen3-30B-A3B, base_model:quantized:Qwen/Qwen3-30B-A3B, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational"
Speechless-Llama2-Hermes-Orca-Platypus-WizardLM-13B-GGUF,49,1599,"transformers, gguf, llama, facebook, meta, pytorch, llama-2, text-generation, en, dataset:garage-bAInd/Open-Platypus, arxiv:2307.09288, base_model:uukuguy/speechless-llama2-hermes-orca-platypus-wizardlm-13b, base_model:quantized:uukuguy/speechless-llama2-hermes-orca-platypus-wizardlm-13b, license:llama2, region:us"
Luna-AI-Llama2-Uncensored-GGUF,49,7870,"transformers, gguf, llama, base_model:Tap-M/Luna-AI-Llama2-Uncensored, base_model:quantized:Tap-M/Luna-AI-Llama2-Uncensored, license:cc-by-sa-4.0, region:us"
DeepSeek-Coder-V2-Lite-Instruct-GGUF,49,13314,"gguf, text-generation, base_model:deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct, base_model:quantized:deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct, license:other, endpoints_compatible, region:us, imatrix, conversational"
Mistral-Nemo-Instruct-2407-GGUF,49,1236,"gguf, en, fr, de, es, it, pt, ru, zh, ja, license:apache-2.0, endpoints_compatible, region:us, conversational"
dolphin-2.9.3-mistral-nemo-12b-gguf,49,3701,"gguf, generated_from_trainer, axolotl, dataset:cognitivecomputations/Dolphin-2.9, dataset:teknium/OpenHermes-2.5, dataset:m-a-p/CodeFeedback-Filtered-Instruction, dataset:cognitivecomputations/dolphin-coder, dataset:cognitivecomputations/samantha-data, dataset:microsoft/orca-math-word-problems-200k, dataset:Locutusque/function-calling-chatml, dataset:internlm/Agent-FLAN, base_model:mistralai/Mistral-Nemo-Base-2407, base_model:quantized:mistralai/Mistral-Nemo-Base-2407, license:apache-2.0, endpoints_compatible, region:us, conversational"
